172.24.0.1 - - [16/Sep/2026:22:08:30 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 13802 "-" "curl/8.21.0"
172.24.0.1 - - [16/Sep/2026:22:09:22 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 13802 "-" "curl/8.21.0"
172.24.0.1 - - [16/Sep/2026:22:09:22 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 13802 "-" "curl/8.21.0"
172.24.0.1 - - [16/Sep/2026:22:11:22 +0000] "GET /wp-admin/install.php?id=1%27%20OR%20%271%27%3D%271 HTTP/1.1" 200 13802 "-" "curl/8.21.0"
172.24.0.1 - - [16/Sep/2026:22:12:22 +0000] "GET /wp-admin/install.php?id=%27 HTTP/1.1" 200 7482 "-" "curl/8.21.0"
172.24.0.1 - - [16/Sep/2026:22:13:02 +0000] "GET /wp-admin/install.php?id=%27&audit=e05_01 HTTP/1.1" 200 13802 "-" "curl/8.21.0"
172.24.0.1 - - [16/Sep/2026:22:13:04 +0000] "GET /wp-admin/install.php?id=1%20union%20select%201,2&audit=e05_02 HTTP/1.1" 200 13802 "-" "curl/8.21.0"
172.24.0.1 - - [16/Sep/2026:22:13:07 +0000] "GET /wp-admin/install.php?id=%3Cscript%3Ealert(1)%3C%2Fscript%3E&audit=e05_03 HTTP/1.1" 200 13802 "-" "curl/8.21.0"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET / HTTP/1.0" 302 371 "-" "-"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "POST /sdk HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET /robots.txt HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "POST / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET / HTTP/1.0" 302 371 "-" "-"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET /nmaplowercheck1789596871 HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "PROPFIND / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET /.git/HEAD HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "PROPFIND / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "WJAG / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET /evox/about HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "PROPFIND / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET /HNAP1 HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "GET / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:31 +0000] "OPTIONS / HTTP/1.1" 302 395 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
172.24.0.7 - - [16/Sep/2026:22:14:32 +0000] "HEAD / HTTP/1.1" 302 376 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
